status,country,countryCode,region,regionName,city,zip,lat,lon,timezone,isp,org,as,query
success,United States,US,OH,Ohio,Lewis Center,43035,40.189,-83.0063,America/New_York,Breezeline,Breezeline,AS11776 Breezeline,23.245.194.36
